,Unnamed: 0,name,sofifa_id
845,1915,Pedro Rocha,Nan
846,1916,Georgi Tigiev,Nan
847,1918,Emiliano Rigoni,Nan
848,1920,Denis Terentjev,Nan
849,1922,Paul Anton,222224
850,1923,Dostonbek Khamdamov,Nan
851,1925,Kristijan Bistrovic,242079
852,1928,Fedor Chernykh,Nan
853,1931,Björn Sigurdarson,Nan
854,1933,Lukasz Sekulski,229072
855,1935,Ionut Nedelcearu,242614
856,1939,Anton Zabolotny,194662
857,1940,Kevin Stewart,206538
858,1943,Jon Toral,Nan
859,1944,Ondrej Mazuch,Nan
860,1946,Martin Braithwaite,193290
861,1955,Sone Aluko,173530
862,1961,Rui Fonte,183518
863,1965,Marcelo Djaló,220191
864,1967,Samu Saiz,198143
865,1969,Pawel Cibicki,Nan
866,1988,Ahmed Elmohamady,Nan
867,1993,Matty Pearson,208014
868,1995,Stevie Mallan,225847
869,1997,Rúben Neves,224293
870,1998,Roderick Miranda,193143
871,2007,Jota,224458
872,2025,Laurens De Bock,190572
873,2026,Yosuke Ideguchi,232623
874,2028,Onel Hernández,202017
875,2032,Louis Moult,194925
876,2036,Rafa Mir,231628
877,2037,Ben Stevenson,228638
878,2043,Tobias Figueiredo,212231
879,2048,Danny Drinkwater,186132
880,2050,Juan Foyth,237221
881,2052,Bernardo Silva,218667
882,2053,Douglas Luiz,236499
883,2054,Olarenwaju Kayode,211048
884,2055,Luka Ilic,243834
885,2059,Romelu Lukaku,192505
886,2060,Nemanja Matic,191202
887,2061,Victor Lindelöf,221660
888,2062,Gylfi Sigurdsson,Nan
889,2066,Nikola Vlasic,241095
890,2067,Henry Onyekuru,234045
891,2068,Sandro Ramírez,217731
892,2072,Jay Rodríguez,169792
893,2076,Marko Arnautovic,184200
894,2077,Sead Haksabanovic,Nan
895,2079,Kelechi Iheanacho,225719
896,2080,Adrien Silva,184826
897,2081,Vicente Iborra,189560
898,2083,Eldin Jakupovic,52326
899,2084,Kurt Zouma,204311
900,2086,Jairo Riedewald,221269
901,2087,Roque Mesa,204277
902,2093,Richarlison,231943
903,2096,André Carrillo,203299
904,2098,Javier Manquillo,210972
905,2099,José Izquierdo,219411
906,2100,Ezequiel Schelotto,192838
907,2102,Ales Mateju,240282
908,2103,Mathias Normann,222404
909,2108,Zanka,183491
910,2112,Lucas Moura,200949
911,2118,Alexis Sánchez,184941
912,2121,Daniel Sturridge,171833
913,2125,Badou Ndiaye,Nan
914,2126,Jaroslaw Jach,223306
915,2127,Dodi Lukebakio,231416
916,2129,Martin Dubravka,220407
917,2132,Theo Hernández,232656
918,2133,Dani Ceballos,222509
919,2134,Nélson Semedo,227928
920,2135,Marlon,230482
921,2136,Vitolo,199715
922,2137,Simon Kjaer,179645
923,2138,Guido Pizarro,207939
924,2139,Éver Banega,178562
925,2141,Lionel Carole,201041
926,2142,Rúben Semedo,Nan
927,2143,Pablo Fornals,226456
928,2145,Diego Llorente,212602
929,2146,Mario Hermoso,229668
930,2147,Dídac Vilà,191055
931,2148,Burgui,259360
932,2150,Guillermo Maripán,219145
933,2151,Antonio Sivera,222464
934,2152,Rubén Duarte,226637
935,2153,Paulo Oliveira,210679
936,2154,Marko Dmitrovic,227290
937,2155,Joan Jordán,224309
938,2156,Iván Alejo,231280
939,2157,Emanuel Cecchini,223498
940,2159,Diego González,214770
941,2161,Gabriel Paulista,201305
942,2162,Neto,194404
943,2163,Andreas Pereira,Nan
944,2164,Fabián Orellana,Nan
945,2166,Maxi Gómez,Nan
946,2167,Zouhair Feddal,205705
947,2168,Javi García,161754
948,2169,Guilherme,180714
949,2170,Juanfran,188135
950,2171,Gerard Valentín,229654
951,2173,Ezequiel Muñoz,186695
952,2174,Tito,253841
953,2175,Emmanuel Boateng,224540
954,2178,Ivi López,222467
955,2179,Oier Olazábal,183141
956,2180,Bernardo Espinosa,186521
957,2182,Djené,217940
958,2183,Filip Manojlovic,Nan
959,2184,Álvaro Jiménez,235623
960,2185,Dani Pacheco,Nan
961,2186,Mathí­as Olivera,Nan
962,2187,Chuli,Nan
963,2188,Bruno González,200228
964,2189,Vitorino Antunes,Nan
965,2190,Philippe Coutinho,189242
966,2191,Yerry Mina,220523
967,2192,Diego Costa,Nan
968,2193,Guilherme Arana,Nan
969,2194,Roger Martínez,219797
970,2195,Iñigo Martínez,204525
971,2196,Ignasi Miquel,196935
972,2198,Robert Mazan,Nan
973,2199,Jairo Samperio,205869
974,2201,Choco Lozano,Nan
975,2203,Juan Ferney Otero,224428
976,2204,Rafal Kurzawa,221791
977,2207,Harrison Manzala,Nan
978,2209,Samuel Kalu,237207
979,2210,Toma Basic,245275
980,2218,Jonathan Ikoné,234612
981,2219,Zeki Celik,224490
982,2222,Lenny Pintor,240941
983,2224,Duje Caleta-Car,225263
984,2228,Jean-Eudes Aholou,220905
985,2230,Pelé,194020
986,2231,Ronaël Pierre-Gabriel,231685
987,2236,Junior Sambia,223570
988,2237,Facundo Píriz,213325
989,2238,Anthony Limbombe,201938
990,2239,Lucas Evangelista,Nan
991,2246,Kylian Mbappé,231747
992,2248,Juan Bernat,205069
993,2252,Jordan Siebatcheu,227558
994,2257,Stefan Mitrovic,209547
995,2260,Firmin Mubele,Nan
996,2265,Elhadji Pape Diaw,Nan
997,2271,Cesc Fàbregas,162895
998,2272,Lyle Foster,Nan
999,2273,Mathías Suárez,246387
1000,2275,Gen Shoji,232869
1001,2281,Kasim Adams,225673
1002,2287,Matheus Cunha,240243
1003,2288,Marcelo Saracchi,240976
1004,2289,Pablo Maffeo,221342
1005,2290,Nicolás González,240690
1006,2294,Evan N'Dicka,Nan
1007,2295,Lucas Torró,208137
1008,2296,Gonçalo Paciência,216452
1009,2297,Frederik Rönnow,201269
1010,2298,Ante Rebic,220018
1011,2299,Chico Geraldes,Nan
1012,2306,Yuya Osako,191565
1013,2309,Nuri Sahin,Nan
1014,2311,Jan-Niklas Beste,Nan
1015,2313,Genki Haraguchi,217648
1016,2317,Aarón Martín,236295
1017,2329,Yuya Kubo,217242
1018,2333,Lucas Ribeiro,Nan
1019,2334,Leonardo Balerdi,242835
1020,2338,Ozan Kabak,239890
1021,2340,Tuta,247182
1022,2346,Éder Militão,240130
1023,2347,João Pedro,210514
1024,2349,Yordan Osorio,237297
1025,2350,Rafa Soares,218936
1026,2351,Raphinha,233419
1027,2354,Nicolás Castillo,Nan
1028,2355,Germán Conti,Nan
1029,2356,Alfa Semedo,239641
1030,2357,Odysseas Vlachodimos,Nan
1031,2358,Chiquinho,243686
1032,2359,Bruno Viana,Nan
1033,2360,João Novais,229406
1034,2361,Murilo de Souza,225696
1035,2362,João Carlos Teixeira,Nan
1036,2363,Davidson,237135
1037,2364,Alexandre Guedes,238830
1038,2365,Marcão,234426
1039,2367,Aleksandar Palocevic,244582
1040,2368,Fernando Andrade,243591
1041,2370,Cristian Borja,227153
1042,2371,Luiz Phellype,211461
1043,2372,Rochinha,222461
1044,2374,Aylton Boa Morte,239186
1045,2375,Costinha,230278
1046,2376,Steven Petkov,Nan
1047,2378,Sardor Rashidov,Nan
1048,2379,Björn Johnsen,235320
1049,2380,Albert Gudmundsson,Nan
1050,2384,Dusan Tadic,199434
1051,2385,Hassane Bandé,Nan
1052,2387,Luis Sinisterra,233500
1053,2389,Ritsu Doan,232639
1054,2392,Rodney Kongolo,223962
1055,2400,Érick Gutiérrez,220854
1056,2401,Angeliño,220651
1057,2402,Ryan Thomas,220763
1058,2406,Hilary Gong,244235
1059,2407,Matus Bero,235297
1060,2418,Matteo Salvi,Nan
1061,2419,Lukasz Skorupski,189908
1062,2421,Federico Santander,201335
1063,2423,Felipe Avenatti,219988
1064,2428,Strahinja Tanasijevic,Nan
1065,2431,Samuel Mraz,Nan
1066,2432,Jacob Rasmussen,234827
1067,2436,David Hancko,247103
1068,2437,Christian Nörgaard,210697
1069,2438,Dusan Vlahovic,246430
1070,2440,Joel Campbell,204713
1071,2447,Krzysztof Piatek,223113
1072,2448,Cristian Romero,232488
1073,2449,Claudio Spinelli,Nan
1074,2450,Sandro,191043
1075,2453,Lautaro Martínez,231478
1076,2456,Cristiano Ronaldo,20801
1077,2462,Fabián Ruiz,226271
1078,2463,Carlos Vinícius,244621
1079,2464,Fabio Ceravolo,Nan
1080,2465,Leo Stulac,240095
1081,2466,Jonathan Biabiany,Nan
1082,2468,Javier Pastore,191180
1083,2471,Ante Coric,229594
1084,2474,Daniel Fuzato,244363
1085,2476,Ronaldo Vieira,233943
1086,2477,Emil Audero,228413
1087,2478,Júnior Tavares,Nan
1088,2487,Alfred Gomis,201976
1089,2489,Bremer,239580
1090,2490,Ola Aina,224656
1091,2491,Erick Ferigra,245689
1092,2493,Felipe Vizeu,233299
1093,2494,Juan Musso,214979
1094,2495,Lukasz Teodorczyk,201013
1095,2497,Petar Micin,245023
1096,2499,Roger Ibañez,247257
1097,2500,Filip Bradaric,241670
1098,2501,Sebastian Walukiewicz,243497
1099,2504,Diego Farias,189485
1100,2505,Szymon Zurkowski,239732
1101,2506,Ivan Radovanovic,186589
1102,2507,Jandrei,Nan
1103,2508,Filip Jagiello,Nan
1104,2511,Tiago Casasola,Nan
1105,2512,Lucas Paquetá,233927
1106,2513,Gabriel Brazão,244364
1107,2514,Alessandro Minelli,Nan
1108,2515,Erasmo Mulè,Nan
1109,2518,Marko Jankovic,Nan
1110,2520,Zoran Nizic,Nan
1111,2521,Aleksandr Sheplyakov,Nan
1112,2524,Miguel Cardoso,224890
1113,2525,Christian Cueva,214692
1114,2526,Uros Spajic,Nan
1115,2527,Dmitri Stotskiy,Nan
1116,2528,Jon Gudni Fjóluson,Nan
1117,2530,Danijel Miskic,Nan
1118,2531,Andrea Chukanov,Nan
1119,2532,Vidar Örn Kjartansson,Nan
1120,2533,Dennis Hadzikadunic,Nan
1121,2537,Filip Uremovic,Nan
1122,2541,Lovro Bizjak,Nan
1123,2542,Olivier Thill,Nan
1124,2543,Danil Krugovoy,Nan
1125,2545,Arnór Sigurdsson,Nan
1126,2546,Takuma Nishimura,232479
1127,2549,Rodrigo Becão,238621
1128,2550,Damian Szymanski,223779
1129,2552,Anton Zinkovskiy,Nan
1130,2554,Khvicha Kvaratskhelia,Nan
1131,2555,Saveli Kozlov,Nan
1132,2557,Danil Glebov,Nan
1133,2558,Vladislav Panteleev,Nan
1134,2559,Ayrton Lucas,231355
1135,2562,Andrés Vombergar,247143
1136,2563,Wilmar Barrios,Nan
1137,2564,Yaroslav Rakitskiy,Nan
1138,2578,Graham Burke,183544
1139,2579,Ezri Konsa,227678
1140,2581,Saïd Benrahma,220621
1141,2585,Mo Eisa,239611
1142,2591,João Carvalho,231391
1143,2592,El Arbi Hillel Soudani,Nan
1144,2605,Lovre Kalinic,220932
1145,2608,Mateusz Bogusz,247351
1146,2613,Fred,226790
1147,2614,Diogo Dalot,234574
1148,2615,Kepa,206585
1149,2617,Sokratis,172879
1150,2618,Mattéo Guendouzi,236496
1151,2620,Ricardo Pereira,210243
1152,2621,Filip Benkovic,244269
1153,2626,Felipe Anderson,201995
1154,2628,Lukasz Fabianski,164835
1155,2629,Fabián Balbuena,Nan
1156,2630,Xande Silva,228768
1157,2634,Marc Navarro,Nan
1158,2638,Percy Tau,Nan
1159,2639,Anders Dreyer,Nan
1160,2640,Peter Gwargis,245397
1161,2641,Billy Arce,245231
1162,2642,Leo Östigard,238516
1163,2644,Mohamed Elyounoussi,203362
1164,2647,Rui Patrício,178005
1165,2648,João Moutinho,162347
1166,2649,Rúben Vinagre,235172
1167,2652,Bobby Reid,Nan
1168,2654,André Zambo Anguissa,Nan
1169,2656,Fabri,215160
1170,2658,Ko Itakura,233152
1171,2660,Miguel Almirón,230977
1172,2663,Filip Stuparevic,Nan
1173,2666,Tudor Baluta,243019
1174,2667,Karlan Grant,225668
1175,2668,Jonny Otto,Nan
1176,2669,Ryan Babel,157301
1177,2670,Ander Capa,216189
1178,2671,Cristian Ganea,Nan
1179,2672,Rodri,231866
1180,2673,Gelson Martins,227055
1181,2674,Santiago Arias,204259
1182,2675,Nehuén Pérez,244206
1183,2676,Antonio Adán,178086
1184,2678,José Manuel Arnáiz,231530
1185,2679,Recio,201893
1186,2680,Diego Rolán,213114
1187,2681,Kenneth Omeruo,207624
1188,2682,Óscar Rodríguez,239335
1189,2683,Josua Mejías,Nan
1190,2687,Tomás Pina,198368
1191,2688,Ximo Navarro,198023
1192,2689,Eraldo Cinari,Nan
1193,2690,Arthur,230658
1194,2691,Nemanja Maksimovic,239433
1195,2692,David Soria,223952
1196,2693,Leandro Cabrera,192816
1197,2694,Marc Muniesa,Nan
1198,2695,Johan Mojica,214026
1199,2696,Jairo Izquierdo,224584
1200,2697,Nikola Vukcevic,221016
1201,2699,Moses Simon,216820
1202,2700,Aitor Fernández,193314
1203,2701,Fran Beltrán,235997
1204,2702,Néstor Araújo,192041
1205,2703,Okay Yokuslu,205201
1206,2705,Borja Iglesias,224179
1207,2706,William Carvalho,207566
1208,2707,Vinícius Júnior,Nan
1209,2709,Álvaro Odriozola,234035
1210,2711,Sergio Álvarez,199158
1211,2712,Pablo de Blasis,210950
1212,2713,Quincy Promes,208808
1213,2715,Tomas Vaclík,204120
1214,2716,Sergi Gómez,199577
1215,2718,Uros Racic,244253
1216,2721,Aleksandar Jovanovic,213327
1217,2722,Dani Escriche,240922
1218,2723,Álvaro García,216447
1219,2724,José Pozo,Nan
1220,2725,Jordi Amat,198198
1221,2726,Raúl de Tomás,210315
1222,2727,Alberto García,235999
1223,2728,Luis Advíncula,204539
1224,2729,Joaquín Fernández,202651
1225,2730,Rubén Alcaraz,229788
1226,2731,Fede San Emeterio,Nan
1227,2732,Ibai Gómez,Nan
1228,2736,Gabriel Fernández,251611
1229,2738,Lei Wu,221445
1230,2739,Diego Lainez,237995
1231,2740,Brahim Díaz,231410
1232,2741,Munir El Haddadi,220253
1233,2742,Enric Gallego,243993
1234,2743,Javi Galán,231591
1235,2745,Sergi Guardiola,229624
1236,2746,Stiven Plaza,246203
1237,2747,Álvaro Aguado,242336
1238,2748,Jack Lahne,241650
1239,2750,Ulrick Eneme Ella,Nan
1240,2751,Aurélien Chedjou,Nan
1241,2755,Danijel Petkovic,240212
1242,2757,Ui-jo Hwang,Nan
1243,2758,Jean-Kevin Duverne,229705
1244,2764,Bruno Ecuele Manga,188270
1245,2765,Ngonda Muzinga,Nan
1246,2766,Yusuf Yazici,231887
1247,2769,Domagoj Bradaric,252000
1248,2770,Léo Jardim,226085
1249,2771,Tiago Djaló,252339
1250,2772,Reinildo Mandava,Nan
1251,2773,Show,263998
1252,2776,Jean Lucas,251217
1253,2777,Darío Benedetto,215061
1254,2781,Habib Maïga,236817
1255,2785,Haris Duljevic,240342
1256,2799,Stanley Nsoki,241941
1257,2800,Hicham Boudaoui,253157
1258,2801,Keylor Navas,193041
1259,2802,Predrag Rajkovic,241727
1260,2808,Sergi Palencia,228321
1261,2810,Miguel Trauco,225706
1262,2812,Sanjin Prcic,206167
1263,2814,Agustín Rogel,252074
1264,2817,Bruno Guimarães,247851
1265,2818,Tino Kadewere,230717
1266,2819,Camilo,212067
1267,2824,Strahinja Pavlovic,254840
1268,2825,Jean Marcelin,Nan
1269,2826,Radoslaw Majecki,235413
1270,2830,Lucas Hernández,220814
1271,2832,Fiete Arp,239981
1272,2836,Luan Cândido,Nan
1273,2844,João Victor,191294
1274,2845,Paulo Otávio,208001
1275,2847,Dejan Joveljic,251105
1276,2850,Diadié Samassékou,235424
1277,2853,Nana Ampomah,235103
1278,2859,Luca Itter,237024
1279,2860,Woo-yeong Jeong,Nan
1280,2861,Iago,189509
1281,2863,Carlos Gruezo,221860
1282,2864,Noah Sarenren Bazee,Nan
1283,2869,Birger Verstraete,210831
1284,2871,Rifet Kapic,Nan
1285,2878,Dani Olmo,244260
1286,2879,Edmond Tapsoba,247263
1287,2880,Exequiel Palacios,231521
1288,2881,Marin Pongracic,238370
1289,2883,Munas Dabbur,208498
1290,2884,Samúel Fridjónsson,Nan
1291,2885,Jhonder Cádiz,229319
1292,2886,Shoya Nakajima,232862
1293,2887,Mateus Uribe,214047
1294,2888,Agustín Marchesín,201095
1295,2889,Mamadou Loum,245021
1296,2890,Luis Díaz,241084
1297,2892,Iván Marcano,173521
1298,2893,Rafael Camacho,243055
1299,2895,Eduardo Henrique,229882
1300,2896,Galeno,239482
1301,2897,Vítor Tormena,246098
1302,2898,Caju,244472
1303,2899,Bruno Duarte,252830
1304,2900,Aziz,189127
1305,2901,Carlos Mané,216749
1306,2904,Filipe Soares,252139
1307,2905,Luiz Henrique,Nan
1308,2907,Bogdan Mladenovic,Nan
1309,2909,Bruno,212198
1310,2910,Andraz Sporar,231786
1311,2911,Bruno Wilson,236924
1312,2912,Adriano Castanheira,Nan
1313,2913,Edson Álvarez,235844
1314,2914,Razvan Marin,235813
1315,2921,Marcos Senesi,236506
1316,2930,Olivier Boscagli,225863
1317,2931,Vaclav Cerny,216860
1318,2932,Adrián Dalmau,231601
1319,2933,Tomas Hajek,244786
1320,2934,Peniel Mlapa,Nan
1321,2936,Hakon Evjen,242162
1322,2937,Robert Bozenik,255409
1323,2940,Sondre Tronstad,212099
1324,2942,Takehiro Tomiyasu,232938
1325,2943,Nicolás Domínguez,237819
1326,2947,Gary Medel,193532
1327,2950,Jaromir Zmrhal,Nan
1328,2952,Jhon Chancellor,Nan
1329,2955,Nahitan Nández,230965
1330,2956,Christian Oliva,247076
1331,2958,Aleksa Terzic,252573
1332,2960,Riccardo Baroni,Nan
1333,2961,Ionut Radu,Nan
1334,2962,Nicholas Rizzo,Nan
1335,2963,Kevin Agudelo,243253
1336,2964,Lasse Schöne,172143
1337,2966,Pawel Dawidowicz,213404
1338,2971,Emmanuel Badu,Nan
1339,2973,Davide Faraoni,195272
1340,2974,Mattia Chiesa,Nan
1341,2976,Eddie Salcedo,241410
1342,2983,Jony,222943
1343,2987,Cedric Gondo,Nan
1344,2988,Romario Benzar,235814
1345,2989,Brayan Vera,246300
1346,2990,Cristian Dell'Orco,Nan
1347,2992,Rafael Leão,241721
1348,2994,Léo Duarte,233926
1349,2995,Rade Krunic,229758
1350,3000,David Ospina,176550
1351,3002,Eugenio D'Ursi,Nan
1352,3003,Michael Folorunsho,Nan
1353,3004,Andrea Adorante,Nan
1354,3005,José Machín,230817
1355,3006,Fabian Pavone,Nan
1356,3007,Alessandro Martella,Nan
1357,3008,Walid Cheddira,Nan
1358,3011,Mert Cetin,240671
1359,3015,Mehdi Léris,Nan
1360,3019,Alessandro Russo,Nan
1361,3021,Rogério,241629
1362,3025,Georgios Kyriakopoulos,Nan
1363,3028,Igor,148119
1364,3029,Mohamed Fares,226356
1365,3031,Koffi Djidji,203884
1366,3032,Cristo,192074
1367,3033,Bosko Sutalo,255891
1368,3035,Simon Skrabb,Nan
1369,3039,Christian Eriksen,190460
1370,3046,Gonzalo Villar,244393
1371,3047,Carles Pérez,240654
1372,3048,Aleksey Sutormin,Nan
1373,3050,Dmitri Zhivoglyadov,Nan
1374,3051,Murilo Cerqueira,240115
1375,3052,Luka Djordjevic,Nan
1376,3053,Tonny Vilhena,Nan
1377,3055,Kaio,230374
1378,3059,Cédric Gogoua,Nan
1379,3060,Lucas Santos,251775
1380,3061,Zvonimir Sarlija,251343
1381,3063,Alex Kral,247028
1382,3065,Goran Causic,Nan
1383,3067,Lameck Banda,Nan
1384,3068,Kings Kangwa,Nan
1385,3069,Adi Gotlieb,Nan
1386,3070,Andrey Klimovich,Nan
1387,3072,Joel Fameyeh,Nan
1388,3075,Aleksandr Melikhov,Nan
1389,3077,Nikolay Poyarkov,Nan
1390,3078,Dmitri Chistyakov,Nan
1391,3079,Aleksandr Saplinov,Nan
1392,3080,Aleksandr Dolgov,Nan
1393,3081,Danila Proshlyakov,Nan
1394,3082,Danila Vedernikov,Nan
1395,3083,Rafal Augustyniak,Nan
1396,3084,Artem Mamin,Nan
1397,3085,Silvije Begic,Nan
1398,3088,Sebastian Szymanski,235973
1399,3089,Igor Kalinin,Nan
1400,3091,Vitali Lystsov,Nan
1401,3092,Dmitri Molchanov,Nan
1402,3093,Daniil Fomin,261529
1403,3094,Dmitri Poloz,Nan
1404,3099,Vladimir Iljin,Nan
1405,3100,Maksim Nenakhov,Nan
1406,3101,Maksim Osipenko,265392
1407,3103,Ivan Ignatjev,Nan
1408,3104,Darko Jevtic,208160
1409,3105,Denis Makarov,Nan
1410,3107,Pablo Santos,239872
1411,3108,Ilya Samoshnikov,Nan
1412,3110,Safa Hadi,Nan
1413,3112,Gamid Agalarov,Nan
1414,3113,Erik Vardanyan,Nan
1415,3114,Robert Glatzel,236533
1416,3119,Kenneth Zohore,198641
1417,3120,Romaine Sawyers,192495
1418,3122,Semi Ajayi,207952
1419,3126,Tomas Kalas,201122
1420,3135,Chema,219777
1421,3138,David Raya,220901
1422,3139,Joel Valencia,203249
1423,3148,Ivan Sunjic,244271
1424,3149,Álvaro Giménez,189661
1425,3150,Dan Crowley,Nan
1426,3157,George Puscas,225652
1427,3166,Toby Sibbick,236244
1428,3167,Mike Bähre,Nan
1429,3168,Macauley Bonne,213634
1430,3170,Gaëtan Bong,177766
1431,3171,Halil Dervisoglu,Nan
1432,3173,Tariqe Fosu,216483
1433,3178,Pedro Porro,243576
1434,3180,Ryotaro Meshino,237435
1435,3182,Ryan Sessegnon,235883
1436,3186,Gabriel Martinelli,251566
1437,3189,Renat Dadashov,238736
1438,3191,Moise Kean,236610
1439,3192,Ayoze Pérez,215590
1440,3194,Gonçalo Cardoso,245226
1441,3197,Arnaut Danjuma,236276
1442,3211,Wesley,248695
1443,3214,Trezeguet,226078
1444,3217,Takumi Minamino,226627
1445,3219,Gedson Fernandes,234568
1446,3220,Daniel Podence,226766
1447,3224,Tomas Soucek,236792
1448,3231,Mbwana Samatta,Nan
1449,3234,Júnior Firpo,241184
1450,3235,Marc Cucurella,239231
1451,3236,João Félix,242444
1452,3237,Marcos Llorente,226161
1453,3238,Renan Lodi,251573
1454,3239,Ivan Saponjic,232207
1455,3241,Rodrygo,243812
1456,3242,Alberto Soro,243016
1457,3245,Thierry Correia,247832
1458,3246,Manu Vallejo,241686
1459,3247,Jorge Sáenz,225106
1460,3250,Fernando Reges,184134
1461,3251,Yan Brice,234789
1462,3252,Portu,205070
1463,3254,Nacho Monreal,177604
1464,3255,Matías Vargas,228819
1465,3256,Fernando Calero,240289
1466,3257,Ramón Miérez,Nan
1467,3258,Luis Rioja,224415
1468,3259,Pere Pons,211706
1469,3260,Edu Expósito,229862
1470,3261,Quique,189857
1471,3262,Pedro Bigas,206222
1472,3263,Roberto Olabe,238225
1473,3264,Juan Muñoz,224045
1474,3265,Roberto Rosales,Nan
1475,3266,Fede Varela,Nan
1476,3268,Álex Moreno,217036
1477,3269,Dani Martín,241119
1478,3270,Javi Ontiveros,Nan
1479,3271,Raúl Albiol,157481
1480,3272,Moi Gómez,206590
1481,3273,Rúben Vezo,215399
1482,3274,Gonzalo Melero,227508
1483,3275,Pablo Hervías,204526
1484,3277,Rafinha,201400
1485,3278,Rubén García,211022
1486,3279,Chimy Ávila,Nan
1487,3280,Marc Cardona,236393
1488,3281,Rober Ibáñez,219652
1489,3282,Facundo Roncaglia,Nan
1490,3283,Darwin Machís,210463
1491,3284,Domingos Duarte,234835
1492,3285,Fede Vico,204346
1493,3287,Igor Zlatanovic,Nan
1494,3288,Reinier,254544
1495,3289,Adrián Embarba,219953
1496,3291,Sekou Gassama,245550
1497,3292,Antoñín,236791
1498,3294,Mauro Icardi,201399
1499,3295,Sergio Rico,206652
1500,3297,Luis Henrique,256632
1501,3300,Jonathan David,243630
1502,3303,Robson Bambu,256343
1503,3311,Stephy Mavididi,225783
1504,3313,Béni Makouana,263014
1505,3314,Habib Diallo,225293
1506,3316,Caio Henrique,232440
1507,3318,Florentino,234569
1508,3320,Heriberto Tavares,243270
1509,3323,Kiki Kouyaté,Nan
1510,3324,Vagner,230498
1511,3327,Roger Assalé,226060
1512,3328,Saturnin Allagbé,218298
1513,3329,Alexandru Dobre,Nan
1514,3333,Karim Aribi,259154
1515,3334,Adrian Grbic,239432
1516,3335,Terem Moffi,255000
1517,3337,Stéphane Diarra,233373
1518,3340,Ignatius Ganago,241130
1519,3341,Facundo Medina,236804
1520,3342,Franco Tongya,260778
1521,3345,Yvan Neyou,237626
1522,3346,Marc Roca,235945
1523,3348,Hee-chan Hwang,Nan
1524,3349,Josep Martínez,243311
1525,3350,Lazar Samardzic,256115
1526,3352,Ridle Baku,240709
1527,3353,Bartosz Bialek,254267
1528,3355,Ermedin Demirovic,238900
1529,3360,Omar Alderete,240359
1530,3361,Luca Kilian,248878
1531,3363,Dimitrios Limnios,Nan
1532,3364,Tolu Arokodare,Nan
1533,3366,Frederik Winther,243284
1534,3369,Wataru Endo,232487
1535,3371,Kouadio Koné,Nan
1536,3372,Joe Scally,243133
1537,3373,Jeremie Frimpong,253149
1538,3374,Timothy Fosu-Mensah,232270
1539,3377,Emmanuel Dennis,239015
1540,3378,Darwin Núñez,253072
1541,3379,Éverton,230225
1542,3380,Pedrinho,255472
1543,3381,Helton Leite,213951
1544,3382,Reggie Cannon,237000
1545,3383,Alberth Elis,236245
1546,3384,Jackson Porozo,260740
1547,3385,Abel Ruiz,239250
1548,3386,Lukas Hornicek,258936
1549,3388,Iván Jaime,246070
1550,3389,Dani Morer,Nan
1551,3390,Joaquín Pereyra,233092
1552,3391,Vladan Danilovic,Nan
1553,3392,Dor Jan,Nan
1554,3393,Evanilson,256612
1555,3397,Pedro Gonçalves,240950
1556,3398,Nuno Santos,227890
1557,3399,Tabata,238858
1558,3400,Naoufel Khacef,258598
1559,3401,Matous Trmal,257827
1560,3403,Jorge Fernandes,242359
1561,3404,Lucas Veríssimo,235688
1562,3405,Manuel Ugarte,253306
1563,3406,Antony,255475
1564,3410,Simon Tibbling,207559
1565,3411,Francesco Antonucci,237393
1566,3413,Christian Conteh,248765
1567,3416,Jörgen Strand Larsen,238756
1568,3420,Pawel Bochniewicz,220230
1569,3421,Stanislav Shopov,259237
1570,3423,Mateo Les,258945
1571,3432,Tibor Halilovic,239200
1572,3436,Simone Muratore,257195
1573,3439,Edoardo Vergani,264451
1574,3441,Zito Luvumbo,Nan
1575,3444,Milos Vulic,258632
1576,3448,Gabriel Charpentier,Nan
1577,3449,Giuseppe Caso,Nan
1578,3452,Bruno Amione,Nan
1579,3456,Achraf Hakimi,235212
1580,3464,Pierre Kalulu,255654
1581,3466,Valentin Mihăilă,248060
1582,3469,Juan Brunetta,235947
1583,3474,Erik Gerbi,Nan
1584,3475,Matteo Stoppa,Nan
1585,3477,Vlad Chiricheș,205943
1586,3479,Lukas Haraslin,227562
1587,3480,Nicolás Schiappacasse,Nan
1588,3484,Léo Sena,235108
1589,3490,Joakim Maehle,234678
1590,3492,Adolfo Gaich,245437
1591,3493,Valentin Antov,Nan
1592,3495,Manolo Portanova,259331
1593,3496,Elia Petrelli,Nan
1594,3503,Vitali Lisakovich,Nan
1595,3505,Bruno Fuchs,258370
1596,3510,David Tosevski,264470
1597,3511,Kento Hashimoto,Nan
1598,3512,Aleksandr Pavlovets,Nan
1599,3513,Konstantin Kovalev,Nan
1600,3515,Daniil Lesovoy,Nan
1601,3516,Ivan Budachev,Nan
1602,3517,Artem Golubev,Nan
1603,3519,Vladislav Kamilov,Nan
1604,3520,In-beom Hwang,Nan
1605,3522,Branko Jovicic,Nan
1606,3523,David Karaev,Nan
1607,3524,Danil Prutsev,Nan
1608,3525,Marko Dugandzic,Nan
1609,3526,Miroslav Bogosavac,Nan
1610,3527,Artem Polyarus,Nan
1611,3528,Josip Condric,Nan
1612,3529,Ilya Berkovskiy,Nan
1613,3530,Leo Goglichidze,Nan
1614,3531,Tomas Rukas,Nan
